"pf"	"scenario"
"2145"	"Parameters bottom-up 2928 10_06_2020 18_14.txt"	"bottom-up"
"2146"	"Parameters bottom-up 2929 10_06_2020 18_14.txt"	"bottom-up"
"2147"	"Parameters bottom-up 293 10_06_2020 18_01.txt"	"bottom-up"
"2148"	"Parameters bottom-up 2930 10_06_2020 18_14.txt"	"bottom-up"
"2149"	"Parameters bottom-up 2931 10_06_2020 18_14.txt"	"bottom-up"
"2150"	"Parameters bottom-up 2932 10_06_2020 18_14.txt"	"bottom-up"
"2151"	"Parameters bottom-up 2933 10_06_2020 18_14.txt"	"bottom-up"
"2152"	"Parameters bottom-up 2934 10_06_2020 18_14.txt"	"bottom-up"
"2153"	"Parameters bottom-up 2935 10_06_2020 18_14.txt"	"bottom-up"
"2154"	"Parameters bottom-up 2936 10_06_2020 18_14.txt"	"bottom-up"
"2155"	"Parameters bottom-up 2937 10_06_2020 18_14.txt"	"bottom-up"
"2156"	"Parameters bottom-up 2938 10_06_2020 18_14.txt"	"bottom-up"
"2157"	"Parameters bottom-up 2939 10_06_2020 18_14.txt"	"bottom-up"
"2158"	"Parameters bottom-up 294 10_06_2020 18_01.txt"	"bottom-up"
"2159"	"Parameters bottom-up 2940 10_06_2020 18_14.txt"	"bottom-up"
"2160"	"Parameters bottom-up 2941 10_06_2020 18_14.txt"	"bottom-up"
"2161"	"Parameters bottom-up 2942 10_06_2020 18_14.txt"	"bottom-up"
"2162"	"Parameters bottom-up 2943 10_06_2020 18_14.txt"	"bottom-up"
"2163"	"Parameters bottom-up 2944 10_06_2020 18_14.txt"	"bottom-up"
"2164"	"Parameters bottom-up 2945 10_06_2020 18_14.txt"	"bottom-up"
"2165"	"Parameters bottom-up 2946 10_06_2020 18_14.txt"	"bottom-up"
"2166"	"Parameters bottom-up 2947 10_06_2020 18_14.txt"	"bottom-up"
"2167"	"Parameters bottom-up 2948 10_06_2020 18_14.txt"	"bottom-up"
"2168"	"Parameters bottom-up 2949 10_06_2020 18_14.txt"	"bottom-up"
"2169"	"Parameters bottom-up 295 10_06_2020 18_01.txt"	"bottom-up"
"2170"	"Parameters bottom-up 2950 10_06_2020 18_14.txt"	"bottom-up"
"2171"	"Parameters bottom-up 2951 10_06_2020 18_14.txt"	"bottom-up"
"2172"	"Parameters bottom-up 2952 10_06_2020 18_14.txt"	"bottom-up"
"2173"	"Parameters bottom-up 2953 10_06_2020 18_14.txt"	"bottom-up"
"2174"	"Parameters bottom-up 2954 10_06_2020 18_14.txt"	"bottom-up"
"2175"	"Parameters bottom-up 2955 10_06_2020 18_14.txt"	"bottom-up"
"2176"	"Parameters bottom-up 2956 10_06_2020 18_14.txt"	"bottom-up"
"2177"	"Parameters bottom-up 2957 10_06_2020 18_14.txt"	"bottom-up"
"2178"	"Parameters bottom-up 2958 10_06_2020 18_14.txt"	"bottom-up"
"2179"	"Parameters bottom-up 2959 10_06_2020 18_14.txt"	"bottom-up"
"2180"	"Parameters bottom-up 296 10_06_2020 18_01.txt"	"bottom-up"
"2181"	"Parameters bottom-up 2960 10_06_2020 18_14.txt"	"bottom-up"
"2182"	"Parameters bottom-up 2961 10_06_2020 18_14.txt"	"bottom-up"
"2183"	"Parameters bottom-up 2962 10_06_2020 18_14.txt"	"bottom-up"
"2184"	"Parameters bottom-up 2963 10_06_2020 18_14.txt"	"bottom-up"
"2185"	"Parameters bottom-up 2964 10_06_2020 18_14.txt"	"bottom-up"
"2186"	"Parameters bottom-up 2965 10_06_2020 18_14.txt"	"bottom-up"
"2187"	"Parameters bottom-up 2966 10_06_2020 18_14.txt"	"bottom-up"
"2188"	"Parameters bottom-up 2967 10_06_2020 18_14.txt"	"bottom-up"
"2189"	"Parameters bottom-up 2968 10_06_2020 18_14.txt"	"bottom-up"
"2190"	"Parameters bottom-up 2969 10_06_2020 18_14.txt"	"bottom-up"
"2191"	"Parameters bottom-up 297 10_06_2020 18_01.txt"	"bottom-up"
"2192"	"Parameters bottom-up 2970 10_06_2020 18_14.txt"	"bottom-up"
"2193"	"Parameters bottom-up 2971 10_06_2020 18_14.txt"	"bottom-up"
"2194"	"Parameters bottom-up 2972 10_06_2020 18_14.txt"	"bottom-up"
"2195"	"Parameters bottom-up 2973 10_06_2020 18_14.txt"	"bottom-up"
"2196"	"Parameters bottom-up 2974 10_06_2020 18_14.txt"	"bottom-up"
"2197"	"Parameters bottom-up 2975 10_06_2020 18_14.txt"	"bottom-up"
"2198"	"Parameters bottom-up 2976 10_06_2020 18_14.txt"	"bottom-up"
"2199"	"Parameters bottom-up 2977 10_06_2020 18_14.txt"	"bottom-up"
"2200"	"Parameters bottom-up 2978 10_06_2020 18_14.txt"	"bottom-up"
"2201"	"Parameters bottom-up 2979 10_06_2020 18_14.txt"	"bottom-up"
"2202"	"Parameters bottom-up 298 10_06_2020 18_01.txt"	"bottom-up"
"2203"	"Parameters bottom-up 2980 10_06_2020 18_14.txt"	"bottom-up"
"2204"	"Parameters bottom-up 2981 10_06_2020 18_14.txt"	"bottom-up"
"2205"	"Parameters bottom-up 2982 10_06_2020 18_14.txt"	"bottom-up"
"2206"	"Parameters bottom-up 2983 10_06_2020 18_14.txt"	"bottom-up"
"2207"	"Parameters bottom-up 2984 10_06_2020 18_14.txt"	"bottom-up"
"2208"	"Parameters bottom-up 2985 10_06_2020 18_14.txt"	"bottom-up"
"2209"	"Parameters bottom-up 2986 10_06_2020 18_14.txt"	"bottom-up"
"2210"	"Parameters bottom-up 2987 10_06_2020 18_14.txt"	"bottom-up"
"2211"	"Parameters bottom-up 2988 10_06_2020 18_14.txt"	"bottom-up"
"2212"	"Parameters bottom-up 2989 10_06_2020 18_14.txt"	"bottom-up"
"2213"	"Parameters bottom-up 299 10_06_2020 18_01.txt"	"bottom-up"
"2214"	"Parameters bottom-up 2990 10_06_2020 18_14.txt"	"bottom-up"
"2215"	"Parameters bottom-up 2991 10_06_2020 18_14.txt"	"bottom-up"
"2216"	"Parameters bottom-up 2992 10_06_2020 18_14.txt"	"bottom-up"
"2217"	"Parameters bottom-up 2993 10_06_2020 18_14.txt"	"bottom-up"
"2218"	"Parameters bottom-up 2994 10_06_2020 18_14.txt"	"bottom-up"
"2219"	"Parameters bottom-up 2995 10_06_2020 18_14.txt"	"bottom-up"
"2220"	"Parameters bottom-up 2996 10_06_2020 18_14.txt"	"bottom-up"
"2221"	"Parameters bottom-up 2997 10_06_2020 18_14.txt"	"bottom-up"
"2222"	"Parameters bottom-up 2998 10_06_2020 18_14.txt"	"bottom-up"
"2223"	"Parameters bottom-up 2999 10_06_2020 18_14.txt"	"bottom-up"
"2224"	"Parameters bottom-up 3 10_06_2020 17_59.txt"	"bottom-up"
"2225"	"Parameters bottom-up 30 10_06_2020 17_59.txt"	"bottom-up"
"2226"	"Parameters bottom-up 300 10_06_2020 18_01.txt"	"bottom-up"
"2227"	"Parameters bottom-up 3000 10_06_2020 18_14.txt"	"bottom-up"
"2228"	"Parameters bottom-up 3001 10_06_2020 18_14.txt"	"bottom-up"
"2229"	"Parameters bottom-up 3002 10_06_2020 18_14.txt"	"bottom-up"
"2230"	"Parameters bottom-up 3003 10_06_2020 18_14.txt"	"bottom-up"
"2231"	"Parameters bottom-up 3004 10_06_2020 18_14.txt"	"bottom-up"
"2232"	"Parameters bottom-up 3005 10_06_2020 18_14.txt"	"bottom-up"
"2233"	"Parameters bottom-up 3006 10_06_2020 18_14.txt"	"bottom-up"
"2234"	"Parameters bottom-up 3007 10_06_2020 18_14.txt"	"bottom-up"
"2235"	"Parameters bottom-up 3008 10_06_2020 18_14.txt"	"bottom-up"
"2236"	"Parameters bottom-up 3009 10_06_2020 18_14.txt"	"bottom-up"
"2237"	"Parameters bottom-up 301 10_06_2020 18_01.txt"	"bottom-up"
"2238"	"Parameters bottom-up 3010 10_06_2020 18_14.txt"	"bottom-up"
"2239"	"Parameters bottom-up 3011 10_06_2020 18_14.txt"	"bottom-up"
"2240"	"Parameters bottom-up 3012 10_06_2020 18_14.txt"	"bottom-up"
"2241"	"Parameters bottom-up 3013 10_06_2020 18_14.txt"	"bottom-up"
"2242"	"Parameters bottom-up 3014 10_06_2020 18_14.txt"	"bottom-up"
"2243"	"Parameters bottom-up 3015 10_06_2020 18_14.txt"	"bottom-up"
"2244"	"Parameters bottom-up 3016 10_06_2020 18_14.txt"	"bottom-up"
"2245"	"Parameters bottom-up 3017 10_06_2020 18_14.txt"	"bottom-up"
"2246"	"Parameters bottom-up 3018 10_06_2020 18_14.txt"	"bottom-up"
"2247"	"Parameters bottom-up 3019 10_06_2020 18_14.txt"	"bottom-up"
"2248"	"Parameters bottom-up 302 10_06_2020 18_01.txt"	"bottom-up"
"2249"	"Parameters bottom-up 3020 10_06_2020 18_14.txt"	"bottom-up"
"2250"	"Parameters bottom-up 3021 10_06_2020 18_14.txt"	"bottom-up"
"2251"	"Parameters bottom-up 3022 10_06_2020 18_14.txt"	"bottom-up"
"2252"	"Parameters bottom-up 3023 10_06_2020 18_14.txt"	"bottom-up"
"2253"	"Parameters bottom-up 3024 10_06_2020 18_14.txt"	"bottom-up"
"2254"	"Parameters bottom-up 3025 10_06_2020 18_14.txt"	"bottom-up"
"2255"	"Parameters bottom-up 3026 10_06_2020 18_14.txt"	"bottom-up"
"2256"	"Parameters bottom-up 3027 10_06_2020 18_14.txt"	"bottom-up"
"2257"	"Parameters bottom-up 3028 10_06_2020 18_14.txt"	"bottom-up"
"2258"	"Parameters bottom-up 3029 10_06_2020 18_14.txt"	"bottom-up"
"2259"	"Parameters bottom-up 303 10_06_2020 18_01.txt"	"bottom-up"
"2260"	"Parameters bottom-up 3030 10_06_2020 18_14.txt"	"bottom-up"
"2261"	"Parameters bottom-up 3031 10_06_2020 18_14.txt"	"bottom-up"
"2262"	"Parameters bottom-up 3032 10_06_2020 18_14.txt"	"bottom-up"
"2263"	"Parameters bottom-up 3033 10_06_2020 18_14.txt"	"bottom-up"
"2264"	"Parameters bottom-up 3034 10_06_2020 18_14.txt"	"bottom-up"
"2265"	"Parameters bottom-up 3035 10_06_2020 18_14.txt"	"bottom-up"
"2266"	"Parameters bottom-up 3036 10_06_2020 18_14.txt"	"bottom-up"
"2267"	"Parameters bottom-up 3037 10_06_2020 18_14.txt"	"bottom-up"
"2268"	"Parameters bottom-up 3038 10_06_2020 18_14.txt"	"bottom-up"
"2269"	"Parameters bottom-up 3039 10_06_2020 18_14.txt"	"bottom-up"
"2270"	"Parameters bottom-up 304 10_06_2020 18_01.txt"	"bottom-up"
"2271"	"Parameters bottom-up 3040 10_06_2020 18_14.txt"	"bottom-up"
"2272"	"Parameters bottom-up 3041 10_06_2020 18_14.txt"	"bottom-up"
"2273"	"Parameters bottom-up 3042 10_06_2020 18_14.txt"	"bottom-up"
"2274"	"Parameters bottom-up 3043 10_06_2020 18_14.txt"	"bottom-up"
"2275"	"Parameters bottom-up 3044 10_06_2020 18_14.txt"	"bottom-up"
"2276"	"Parameters bottom-up 3045 10_06_2020 18_14.txt"	"bottom-up"
"2277"	"Parameters bottom-up 3046 10_06_2020 18_14.txt"	"bottom-up"
"2278"	"Parameters bottom-up 3047 10_06_2020 18_14.txt"	"bottom-up"
"2279"	"Parameters bottom-up 3048 10_06_2020 18_14.txt"	"bottom-up"
"2280"	"Parameters bottom-up 3049 10_06_2020 18_14.txt"	"bottom-up"
"2281"	"Parameters bottom-up 305 10_06_2020 18_01.txt"	"bottom-up"
"2282"	"Parameters bottom-up 3050 10_06_2020 18_14.txt"	"bottom-up"
"2283"	"Parameters bottom-up 3051 10_06_2020 18_14.txt"	"bottom-up"
"2284"	"Parameters bottom-up 3052 10_06_2020 18_14.txt"	"bottom-up"
"2285"	"Parameters bottom-up 3053 10_06_2020 18_14.txt"	"bottom-up"
"2286"	"Parameters bottom-up 3054 10_06_2020 18_14.txt"	"bottom-up"
"2287"	"Parameters bottom-up 3055 10_06_2020 18_14.txt"	"bottom-up"
"2288"	"Parameters bottom-up 3056 10_06_2020 18_14.txt"	"bottom-up"
"2289"	"Parameters bottom-up 3057 10_06_2020 18_14.txt"	"bottom-up"
"2290"	"Parameters bottom-up 3058 10_06_2020 18_14.txt"	"bottom-up"
"2291"	"Parameters bottom-up 3059 10_06_2020 18_14.txt"	"bottom-up"
"2292"	"Parameters bottom-up 306 10_06_2020 18_01.txt"	"bottom-up"
"2293"	"Parameters bottom-up 3060 10_06_2020 18_14.txt"	"bottom-up"
"2294"	"Parameters bottom-up 3061 10_06_2020 18_14.txt"	"bottom-up"
"2295"	"Parameters bottom-up 3062 10_06_2020 18_14.txt"	"bottom-up"
"2296"	"Parameters bottom-up 3063 10_06_2020 18_14.txt"	"bottom-up"
"2297"	"Parameters bottom-up 3064 10_06_2020 18_14.txt"	"bottom-up"
"2298"	"Parameters bottom-up 3065 10_06_2020 18_14.txt"	"bottom-up"
"2299"	"Parameters bottom-up 3066 10_06_2020 18_14.txt"	"bottom-up"
"2300"	"Parameters bottom-up 3067 10_06_2020 18_14.txt"	"bottom-up"
"2301"	"Parameters bottom-up 3068 10_06_2020 18_14.txt"	"bottom-up"
"2302"	"Parameters bottom-up 3069 10_06_2020 18_14.txt"	"bottom-up"
"2303"	"Parameters bottom-up 307 10_06_2020 18_01.txt"	"bottom-up"
"2304"	"Parameters bottom-up 3070 10_06_2020 18_14.txt"	"bottom-up"
"2305"	"Parameters bottom-up 3071 10_06_2020 18_14.txt"	"bottom-up"
"2306"	"Parameters bottom-up 3072 10_06_2020 18_14.txt"	"bottom-up"
"2307"	"Parameters bottom-up 3073 10_06_2020 18_14.txt"	"bottom-up"
"2308"	"Parameters bottom-up 3074 10_06_2020 18_14.txt"	"bottom-up"
"2309"	"Parameters bottom-up 3075 10_06_2020 18_14.txt"	"bottom-up"
"2310"	"Parameters bottom-up 3076 10_06_2020 18_14.txt"	"bottom-up"
"2311"	"Parameters bottom-up 3077 10_06_2020 18_14.txt"	"bottom-up"
"2312"	"Parameters bottom-up 3078 10_06_2020 18_14.txt"	"bottom-up"
"2313"	"Parameters bottom-up 3079 10_06_2020 18_14.txt"	"bottom-up"
"2314"	"Parameters bottom-up 308 10_06_2020 18_01.txt"	"bottom-up"
"2315"	"Parameters bottom-up 3080 10_06_2020 18_14.txt"	"bottom-up"
"2316"	"Parameters bottom-up 3081 10_06_2020 18_14.txt"	"bottom-up"
"2317"	"Parameters bottom-up 3082 10_06_2020 18_14.txt"	"bottom-up"
"2318"	"Parameters bottom-up 3083 10_06_2020 18_14.txt"	"bottom-up"
"2319"	"Parameters bottom-up 3084 10_06_2020 18_14.txt"	"bottom-up"
"2320"	"Parameters bottom-up 3085 10_06_2020 18_14.txt"	"bottom-up"
"2321"	"Parameters bottom-up 3086 10_06_2020 18_14.txt"	"bottom-up"
"2322"	"Parameters bottom-up 3087 10_06_2020 18_14.txt"	"bottom-up"
"2323"	"Parameters bottom-up 3088 10_06_2020 18_14.txt"	"bottom-up"
"2324"	"Parameters bottom-up 3089 10_06_2020 18_14.txt"	"bottom-up"
"2325"	"Parameters bottom-up 309 10_06_2020 18_01.txt"	"bottom-up"
"2326"	"Parameters bottom-up 3090 10_06_2020 18_14.txt"	"bottom-up"
"2327"	"Parameters bottom-up 3091 10_06_2020 18_14.txt"	"bottom-up"
"2328"	"Parameters bottom-up 3092 10_06_2020 18_14.txt"	"bottom-up"
"2329"	"Parameters bottom-up 3093 10_06_2020 18_14.txt"	"bottom-up"
"2330"	"Parameters bottom-up 3094 10_06_2020 18_14.txt"	"bottom-up"
"2331"	"Parameters bottom-up 3095 10_06_2020 18_14.txt"	"bottom-up"
"2332"	"Parameters bottom-up 3096 10_06_2020 18_14.txt"	"bottom-up"
"2333"	"Parameters bottom-up 3097 10_06_2020 18_15.txt"	"bottom-up"
"2334"	"Parameters bottom-up 3098 10_06_2020 18_15.txt"	"bottom-up"
"2335"	"Parameters bottom-up 3099 10_06_2020 18_15.txt"	"bottom-up"
"2336"	"Parameters bottom-up 31 10_06_2020 17_59.txt"	"bottom-up"
"2337"	"Parameters bottom-up 310 10_06_2020 18_01.txt"	"bottom-up"
"2338"	"Parameters bottom-up 3100 10_06_2020 18_15.txt"	"bottom-up"
"2339"	"Parameters bottom-up 3101 10_06_2020 18_15.txt"	"bottom-up"
"2340"	"Parameters bottom-up 3102 10_06_2020 18_15.txt"	"bottom-up"
"2341"	"Parameters bottom-up 3103 10_06_2020 18_15.txt"	"bottom-up"
"2342"	"Parameters bottom-up 3104 10_06_2020 18_15.txt"	"bottom-up"
"2343"	"Parameters bottom-up 3105 10_06_2020 18_15.txt"	"bottom-up"
"2344"	"Parameters bottom-up 3106 10_06_2020 18_15.txt"	"bottom-up"
"2345"	"Parameters bottom-up 3107 10_06_2020 18_15.txt"	"bottom-up"
"2346"	"Parameters bottom-up 3108 10_06_2020 18_15.txt"	"bottom-up"
"2347"	"Parameters bottom-up 3109 10_06_2020 18_15.txt"	"bottom-up"
"2348"	"Parameters bottom-up 311 10_06_2020 18_01.txt"	"bottom-up"
"2349"	"Parameters bottom-up 3110 10_06_2020 18_15.txt"	"bottom-up"
"2350"	"Parameters bottom-up 3111 10_06_2020 18_15.txt"	"bottom-up"
"2351"	"Parameters bottom-up 3112 10_06_2020 18_15.txt"	"bottom-up"
"2352"	"Parameters bottom-up 3113 10_06_2020 18_15.txt"	"bottom-up"
"2353"	"Parameters bottom-up 3114 10_06_2020 18_15.txt"	"bottom-up"
"2354"	"Parameters bottom-up 3115 10_06_2020 18_15.txt"	"bottom-up"
"2355"	"Parameters bottom-up 3116 10_06_2020 18_15.txt"	"bottom-up"
"2356"	"Parameters bottom-up 3117 10_06_2020 18_15.txt"	"bottom-up"
"2357"	"Parameters bottom-up 3118 10_06_2020 18_15.txt"	"bottom-up"
"2358"	"Parameters bottom-up 3119 10_06_2020 18_15.txt"	"bottom-up"
"2359"	"Parameters bottom-up 312 10_06_2020 18_01.txt"	"bottom-up"
"2360"	"Parameters bottom-up 3120 10_06_2020 18_15.txt"	"bottom-up"
"2361"	"Parameters bottom-up 3121 10_06_2020 18_15.txt"	"bottom-up"
"2362"	"Parameters bottom-up 3122 10_06_2020 18_15.txt"	"bottom-up"
"2363"	"Parameters bottom-up 3123 10_06_2020 18_15.txt"	"bottom-up"
"2364"	"Parameters bottom-up 3124 10_06_2020 18_15.txt"	"bottom-up"
"2365"	"Parameters bottom-up 3125 10_06_2020 18_15.txt"	"bottom-up"
"2366"	"Parameters bottom-up 3126 10_06_2020 18_15.txt"	"bottom-up"
"2367"	"Parameters bottom-up 3127 10_06_2020 18_15.txt"	"bottom-up"
"2368"	"Parameters bottom-up 3128 10_06_2020 18_15.txt"	"bottom-up"
"2369"	"Parameters bottom-up 3129 10_06_2020 18_15.txt"	"bottom-up"
"2370"	"Parameters bottom-up 313 10_06_2020 18_01.txt"	"bottom-up"
"2371"	"Parameters bottom-up 3130 10_06_2020 18_15.txt"	"bottom-up"
"2372"	"Parameters bottom-up 3131 10_06_2020 18_15.txt"	"bottom-up"
"2373"	"Parameters bottom-up 3132 10_06_2020 18_15.txt"	"bottom-up"
"2374"	"Parameters bottom-up 3133 10_06_2020 18_15.txt"	"bottom-up"
"2375"	"Parameters bottom-up 3134 10_06_2020 18_15.txt"	"bottom-up"
"2376"	"Parameters bottom-up 3135 10_06_2020 18_15.txt"	"bottom-up"
"2377"	"Parameters bottom-up 3136 10_06_2020 18_15.txt"	"bottom-up"
"2378"	"Parameters bottom-up 3137 10_06_2020 18_15.txt"	"bottom-up"
"2379"	"Parameters bottom-up 3138 10_06_2020 18_15.txt"	"bottom-up"
"2380"	"Parameters bottom-up 3139 10_06_2020 18_15.txt"	"bottom-up"
"2381"	"Parameters bottom-up 314 10_06_2020 18_01.txt"	"bottom-up"
"2382"	"Parameters bottom-up 3140 10_06_2020 18_15.txt"	"bottom-up"
"2383"	"Parameters bottom-up 3141 10_06_2020 18_15.txt"	"bottom-up"
"2384"	"Parameters bottom-up 3142 10_06_2020 18_15.txt"	"bottom-up"
"2385"	"Parameters bottom-up 3143 10_06_2020 18_15.txt"	"bottom-up"
"2386"	"Parameters bottom-up 3144 10_06_2020 18_15.txt"	"bottom-up"
"2387"	"Parameters bottom-up 3145 10_06_2020 18_15.txt"	"bottom-up"
"2388"	"Parameters bottom-up 3146 10_06_2020 18_15.txt"	"bottom-up"
"2389"	"Parameters bottom-up 3147 10_06_2020 18_15.txt"	"bottom-up"
"2390"	"Parameters bottom-up 3148 10_06_2020 18_15.txt"	"bottom-up"
"2391"	"Parameters bottom-up 3149 10_06_2020 18_15.txt"	"bottom-up"
"2392"	"Parameters bottom-up 315 10_06_2020 18_01.txt"	"bottom-up"
"2393"	"Parameters bottom-up 3150 10_06_2020 18_15.txt"	"bottom-up"
"2394"	"Parameters bottom-up 3151 10_06_2020 18_15.txt"	"bottom-up"
"2395"	"Parameters bottom-up 3152 10_06_2020 18_15.txt"	"bottom-up"
"2396"	"Parameters bottom-up 3153 10_06_2020 18_15.txt"	"bottom-up"
"2397"	"Parameters bottom-up 3154 10_06_2020 18_15.txt"	"bottom-up"
"2398"	"Parameters bottom-up 3155 10_06_2020 18_15.txt"	"bottom-up"
"2399"	"Parameters bottom-up 3156 10_06_2020 18_15.txt"	"bottom-up"
"2400"	"Parameters bottom-up 3157 10_06_2020 18_15.txt"	"bottom-up"
"2401"	"Parameters bottom-up 3158 10_06_2020 18_15.txt"	"bottom-up"
"2402"	"Parameters bottom-up 3159 10_06_2020 18_15.txt"	"bottom-up"
"2403"	"Parameters bottom-up 316 10_06_2020 18_01.txt"	"bottom-up"
"2404"	"Parameters bottom-up 3160 10_06_2020 18_15.txt"	"bottom-up"
"2405"	"Parameters bottom-up 3161 10_06_2020 18_15.txt"	"bottom-up"
"2406"	"Parameters bottom-up 3162 10_06_2020 18_15.txt"	"bottom-up"
"2407"	"Parameters bottom-up 3163 10_06_2020 18_15.txt"	"bottom-up"
"2408"	"Parameters bottom-up 3164 10_06_2020 18_15.txt"	"bottom-up"
"2409"	"Parameters bottom-up 3165 10_06_2020 18_15.txt"	"bottom-up"
"2410"	"Parameters bottom-up 3166 10_06_2020 18_15.txt"	"bottom-up"
"2411"	"Parameters bottom-up 3167 10_06_2020 18_15.txt"	"bottom-up"
"2412"	"Parameters bottom-up 3168 10_06_2020 18_15.txt"	"bottom-up"
"2413"	"Parameters bottom-up 3169 10_06_2020 18_15.txt"	"bottom-up"
"2414"	"Parameters bottom-up 317 10_06_2020 18_01.txt"	"bottom-up"
"2415"	"Parameters bottom-up 3170 10_06_2020 18_15.txt"	"bottom-up"
"2416"	"Parameters bottom-up 3171 10_06_2020 18_15.txt"	"bottom-up"
"2417"	"Parameters bottom-up 3172 10_06_2020 18_15.txt"	"bottom-up"
"2418"	"Parameters bottom-up 3173 10_06_2020 18_15.txt"	"bottom-up"
"2419"	"Parameters bottom-up 3174 10_06_2020 18_15.txt"	"bottom-up"
"2420"	"Parameters bottom-up 3175 10_06_2020 18_15.txt"	"bottom-up"
"2421"	"Parameters bottom-up 3176 10_06_2020 18_15.txt"	"bottom-up"
"2422"	"Parameters bottom-up 3177 10_06_2020 18_15.txt"	"bottom-up"
"2423"	"Parameters bottom-up 3178 10_06_2020 18_15.txt"	"bottom-up"
"2424"	"Parameters bottom-up 3179 10_06_2020 18_15.txt"	"bottom-up"
"2425"	"Parameters bottom-up 318 10_06_2020 18_01.txt"	"bottom-up"
"2426"	"Parameters bottom-up 3180 10_06_2020 18_15.txt"	"bottom-up"
"2427"	"Parameters bottom-up 3181 10_06_2020 18_15.txt"	"bottom-up"
"2428"	"Parameters bottom-up 3182 10_06_2020 18_15.txt"	"bottom-up"
"2429"	"Parameters bottom-up 3183 10_06_2020 18_15.txt"	"bottom-up"
"2430"	"Parameters bottom-up 3184 10_06_2020 18_15.txt"	"bottom-up"
"2431"	"Parameters bottom-up 3185 10_06_2020 18_15.txt"	"bottom-up"
"2432"	"Parameters bottom-up 3186 10_06_2020 18_15.txt"	"bottom-up"
"2433"	"Parameters bottom-up 3187 10_06_2020 18_15.txt"	"bottom-up"
"2434"	"Parameters bottom-up 3188 10_06_2020 18_15.txt"	"bottom-up"
"2435"	"Parameters bottom-up 3189 10_06_2020 18_15.txt"	"bottom-up"
"2436"	"Parameters bottom-up 319 10_06_2020 18_01.txt"	"bottom-up"
"2437"	"Parameters bottom-up 3190 10_06_2020 18_15.txt"	"bottom-up"
"2438"	"Parameters bottom-up 3191 10_06_2020 18_15.txt"	"bottom-up"
"2439"	"Parameters bottom-up 3192 10_06_2020 18_15.txt"	"bottom-up"
"2440"	"Parameters bottom-up 3193 10_06_2020 18_15.txt"	"bottom-up"
"2441"	"Parameters bottom-up 3194 10_06_2020 18_15.txt"	"bottom-up"
"2442"	"Parameters bottom-up 3195 10_06_2020 18_15.txt"	"bottom-up"
"2443"	"Parameters bottom-up 3196 10_06_2020 18_15.txt"	"bottom-up"
"2444"	"Parameters bottom-up 3197 10_06_2020 18_15.txt"	"bottom-up"
"2445"	"Parameters bottom-up 3198 10_06_2020 18_15.txt"	"bottom-up"
"2446"	"Parameters bottom-up 3199 10_06_2020 18_15.txt"	"bottom-up"
"2447"	"Parameters bottom-up 32 10_06_2020 17_59.txt"	"bottom-up"
"2448"	"Parameters bottom-up 320 10_06_2020 18_01.txt"	"bottom-up"
"2449"	"Parameters bottom-up 3200 10_06_2020 18_15.txt"	"bottom-up"
"2450"	"Parameters bottom-up 3201 10_06_2020 18_15.txt"	"bottom-up"
"2451"	"Parameters bottom-up 3202 10_06_2020 18_15.txt"	"bottom-up"
"2452"	"Parameters bottom-up 3203 10_06_2020 18_15.txt"	"bottom-up"
"2453"	"Parameters bottom-up 3204 10_06_2020 18_15.txt"	"bottom-up"
"2454"	"Parameters bottom-up 3205 10_06_2020 18_15.txt"	"bottom-up"
"2455"	"Parameters bottom-up 3206 10_06_2020 18_15.txt"	"bottom-up"
"2456"	"Parameters bottom-up 3207 10_06_2020 18_15.txt"	"bottom-up"
"2457"	"Parameters bottom-up 3208 10_06_2020 18_15.txt"	"bottom-up"
"2458"	"Parameters bottom-up 3209 10_06_2020 18_15.txt"	"bottom-up"
"2459"	"Parameters bottom-up 321 10_06_2020 18_01.txt"	"bottom-up"
"2460"	"Parameters bottom-up 3210 10_06_2020 18_15.txt"	"bottom-up"
"2461"	"Parameters bottom-up 3211 10_06_2020 18_15.txt"	"bottom-up"
"2462"	"Parameters bottom-up 3212 10_06_2020 18_15.txt"	"bottom-up"
"2463"	"Parameters bottom-up 3213 10_06_2020 18_15.txt"	"bottom-up"
"2464"	"Parameters bottom-up 3214 10_06_2020 18_15.txt"	"bottom-up"
"2465"	"Parameters bottom-up 3215 10_06_2020 18_15.txt"	"bottom-up"
